actual_sex	Rx	Ry
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9505	0
female	0.9506	0.0001
female	0.9506	0.0003
female	0.9506	0
female	0.9506	0
female	0.9506	0
female	0.9506	0
female	0.9506	0
female	0.9506	0
female	0.9507	0.0003
female	0.9507	0
female	0.9507	0
female	0.9507	0
female	0.9507	0
female	0.9507	0
female	0.9507	0
female	0.9507	0
female	0.9508	0.0003
female	0.9508	0
female	0.9508	0
female	0.9508	0
female	0.9509	0.0003
female	0.9509	0.0002
female	0.9509	0
female	0.9509	0
female	0.951	0
female	0.951	0.0003
female	0.951	0.0002
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.951	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9512	0
female	0.9513	0.0003
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9513	0
female	0.9514	0
female	0.9514	0.0002
female	0.9514	0.0002
female	0.9514	0
female	0.9514	0
female	0.9514	0
female	0.9515	0
female	0.9515	0
female	0.9515	0
female	0.9515	0
female	0.9515	0
female	0.9515	0
female	0.9515	0
female	0.9516	0.0052
female	0.9516	0
female	0.9516	0
female	0.9516	0
female	0.9516	0
female	0.9516	0
female	0.9516	0
female	0.9517	0.0004
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9517	0
female	0.9518	0.0003
female	0.9518	0
female	0.9518	0
female	0.9518	0
female	0.9519	0.0002
female	0.9519	0
female	0.9519	0
female	0.9519	0
female	0.9519	0
female	0.952	0.0003
female	0.952	0.0053
female	0.952	0
female	0.952	0
female	0.952	0
female	0.952	0
female	0.952	0
female	0.952	0
female	0.952	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9521	0
female	0.9522	0
female	0.9522	0.0005
female	0.9522	0.0003
female	0.9522	0
female	0.9522	0
female	0.9522	0
female	0.9523	0.0002
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9523	0
female	0.9524	0
female	0.9524	0.0001
female	0.9524	0.0001
female	0.9524	0
female	0.9524	0
female	0.9524	0
female	0.9524	0
female	0.9524	0
female	0.9525	0
female	0.9525	0.0002
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9525	0
female	0.9526	0.0002
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9526	0
female	0.9527	0.0003
female	0.9527	0
female	0.9527	0
female	0.9527	0
female	0.9527	0
female	0.9528	0
female	0.9528	0.0003
female	0.9528	0.0001
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9528	0
female	0.9529	0.0002
female	0.9529	0.0003
female	0.9529	0
female	0.9529	0
female	0.9529	0
female	0.9529	0
female	0.9529	0
female	0.953	0
female	0.953	0.0005
female	0.953	0.0004
female	0.953	0.0002
female	0.953	0.0003
female	0.953	0
female	0.953	0
female	0.953	0
female	0.953	0
female	0.953	0
female	0.953	0
female	0.9531	0.0002
female	0.9531	0.0001
female	0.9531	0
female	0.9531	0
female	0.9531	0
female	0.9531	0
female	0.9531	0
female	0.9531	0
female	0.9532	0
female	0.9532	0
female	0.9532	0.0002
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9532	0
female	0.9533	0
female	0.9533	0
female	0.9533	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9534	0
female	0.9535	0
female	0.9535	0.0007
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9535	0
female	0.9536	0.0005
female	0.9536	0
female	0.9536	0.0002
female	0.9536	0.0003
female	0.9536	0.0002
female	0.9536	0.0002
female	0.9536	0
female	0.9536	0
female	0.9536	0
female	0.9537	0.0004
female	0.9537	0
female	0.9537	0
female	0.9537	0
female	0.9538	0.0004
female	0.9538	0
female	0.9538	0
female	0.9538	0
female	0.9538	0
female	0.9538	0
female	0.9538	0
female	0.954	0
female	0.954	0.0001
female	0.954	0.0003
female	0.954	0
female	0.954	0
female	0.954	0
female	0.9541	0
female	0.9541	0.0003
female	0.9541	0.0003
female	0.9542	0
female	0.9542	0.0002
female	0.9542	0.0003
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9542	0
female	0.9543	0
female	0.9543	0.0001
female	0.9543	0
female	0.9543	0
female	0.9543	0
female	0.9544	0.0003
female	0.9544	0.0004
female	0.9544	0.0005
female	0.9545	0.0005
female	0.9545	0.0001
female	0.9545	0.0003
female	0.9545	0.0002
female	0.9546	0
female	0.9546	0
female	0.9547	0.0004
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9547	0
female	0.9548	0.0005
female	0.9548	0.0003
female	0.9548	0.0003
female	0.9549	0.0001
female	0.9549	0
female	0.9549	0
female	0.9549	0
female	0.9549	0
female	0.9549	0
female	0.9549	0
female	0.955	0.0002
female	0.955	0.0002
female	0.955	0
female	0.955	0
female	0.955	0
female	0.955	0
female	0.955	0
female	0.955	0
female	0.9551	0.0002
female	0.9551	0.0002
female	0.9551	0.0003
female	0.9551	0.0002
female	0.9552	0.0005
female	0.9552	0.0004
female	0.9552	0.0003
female	0.9552	0.0002
female	0.9552	0
female	0.9552	0
female	0.9552	0
female	0.9553	0.0003
female	0.9553	0.0003
female	0.9553	0.0002
female	0.9553	0
female	0.9554	0.0003
female	0.9554	0
female	0.9554	0.0001
female	0.9554	0.0002
female	0.9554	0
female	0.9554	0
female	0.9554	0
female	0.9554	0
female	0.9554	0
female	0.9554	0
female	0.9555	0.0003
female	0.9555	0.0003
female	0.9555	0
female	0.9555	0
female	0.9555	0
female	0.9555	0
female	0.9555	0
female	0.9555	0
female	0.9556	0.0004
female	0.9556	0.0001
female	0.9556	0.0004
female	0.9556	0
female	0.9556	0
female	0.9556	0
female	0.9556	0
female	0.9556	0
female	0.9556	0
female	0.9557	0.0003
female	0.9557	0.0001
female	0.9557	0
female	0.9557	0
female	0.9557	0
female	0.9557	0
female	0.9557	0
female	0.9557	0
female	0.9558	0.0001
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9558	0
female	0.9559	0
female	0.9559	0
female	0.9559	0
female	0.956	0.0005
female	0.956	0.0003
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.956	0
female	0.9561	0.0003
female	0.9561	0.0003
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9561	0
female	0.9562	0.0003
female	0.9562	0.0003
female	0.9562	0
female	0.9562	0
female	0.9562	0
female	0.9562	0
female	0.9562	0
female	0.9562	0
female	0.9564	0.0002
female	0.9564	0.0002
female	0.9564	0
female	0.9564	0
female	0.9564	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9565	0
female	0.9566	0
female	0.9566	0
female	0.9566	0
female	0.9567	0.0009
female	0.9567	0
female	0.9567	0.0012
female	0.9567	0
female	0.9567	0
female	0.9567	0
female	0.9568	0
female	0.9568	0.0002
female	0.9568	0.0002
female	0.9568	0
female	0.9568	0
female	0.9568	0
female	0.9568	0
female	0.9569	0.0001
female	0.9569	0.0003
female	0.9569	0.0004
female	0.9569	0.0003
female	0.9569	0.0001
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.9569	0
female	0.957	0.0004
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.957	0
female	0.9571	0.0003
female	0.9571	0.0003
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9571	0
female	0.9572	0
female	0.9572	0
female	0.9572	0.0002
female	0.9572	0.0003
female	0.9572	0
female	0.9572	0
female	0.9572	0
female	0.9572	0
female	0.9572	0
female	0.9572	0
female	0.9573	0.0002
female	0.9573	0
female	0.9573	0
female	0.9573	0
female	0.9573	0
female	0.9573	0
female	0.9573	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9574	0
female	0.9575	0.0004
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9575	0
female	0.9576	0
female	0.9576	0
female	0.9576	0
female	0.9576	0
female	0.9576	0
female	0.9576	0
female	0.9577	0.0003
female	0.9577	0
female	0.9577	0
female	0.9577	0
female	0.9578	0.0003
female	0.9578	0.0002
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9578	0
female	0.9579	0
female	0.9579	0
female	0.9579	0
female	0.9579	0
female	0.958	0.0002
female	0.958	0.0004
female	0.958	0
female	0.958	0
female	0.958	0
female	0.9581	0.0026
female	0.9582	0.0001
female	0.9582	0
female	0.9582	0
female	0.9582	0
female	0.9582	0
female	0.9582	0
female	0.9582	0
female	0.9583	0
female	0.9583	0
female	0.9583	0
female	0.9583	0
female	0.9583	0
female	0.9583	0
female	0.9584	0.0001
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9584	0
female	0.9585	0.0005
female	0.9585	0
female	0.9585	0
female	0.9585	0
female	0.9585	0
female	0.9586	0
female	0.9586	0
female	0.9586	0
female	0.9586	0
female	0.9587	0.0002
female	0.9587	0
female	0.9587	0
female	0.9587	0
female	0.9587	0
female	0.9587	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9588	0
female	0.9589	0.0026
female	0.9589	0
female	0.9589	0
female	0.9589	0
female	0.9589	0
female	0.9589	0
female	0.9589	0
female	0.959	0
female	0.959	0.0001
female	0.959	0.0003
female	0.959	0
female	0.959	0
female	0.959	0
female	0.959	0
female	0.959	0
female	0.9591	0
female	0.9591	0
female	0.9591	0
female	0.9591	0
female	0.9591	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9592	0
female	0.9593	0.0005
female	0.9593	0
female	0.9593	0
female	0.9593	0
female	0.9593	0
female	0.9593	0
female	0.9593	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9594	0
female	0.9595	0
female	0.9595	0
female	0.9595	0
female	0.9596	0.0026
female	0.9596	0
female	0.9596	0
female	0.9596	0
female	0.9596	0
female	0.9596	0
female	0.9596	0
female	0.9597	0.0001
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9597	0
female	0.9598	0
female	0.9598	0
female	0.9598	0
female	0.9599	0.0003
female	0.9599	0.0003
female	0.9599	0
female	0.9599	0
female	0.9599	0
female	0.9599	0
female	0.9599	0
female	0.9599	0
female	0.9599	0
female	0.96	0.0008
female	0.96	0.0003
female	0.96	0.0004
female	0.96	0.0002
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.96	0
female	0.9601	0
female	0.9601	0
female	0.9601	0
female	0.9602	0
female	0.9602	0
female	0.9602	0
female	0.9602	0
female	0.9602	0
female	0.9602	0
female	0.9603	0.0003
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9603	0
female	0.9604	0.0026
female	0.9604	0
female	0.9604	0
female	0.9604	0
female	0.9605	0
female	0.9605	0
female	0.9605	0
female	0.9605	0
female	0.9605	0
female	0.9606	0
female	0.9606	0
female	0.9606	0
female	0.9606	0
female	0.9606	0
female	0.9606	0
female	0.9606	0
female	0.9607	0
female	0.9607	0
female	0.9608	0
female	0.9608	0
female	0.9608	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.9609	0
female	0.961	0
female	0.961	0
female	0.961	0
female	0.961	0
female	0.961	0
female	0.961	0
female	0.9612	0
female	0.9613	0
female	0.9613	0
female	0.9613	0
female	0.9613	0
female	0.9613	0
female	0.9613	0
female	0.9614	0
female	0.9614	0
female	0.9614	0
female	0.9615	0
female	0.9615	0
female	0.9615	0
female	0.9615	0
female	0.9615	0
female	0.9615	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9616	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9617	0
female	0.9618	0.0005
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9618	0
female	0.9619	0.0003
female	0.9619	0
female	0.9619	0
female	0.9619	0
female	0.9619	0
female	0.9619	0
female	0.9619	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.962	0
female	0.9621	0.0003
female	0.9621	0.0003
female	0.9621	0
female	0.9621	0
female	0.9621	0
female	0.9621	0
female	0.9621	0
female	0.9621	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9622	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9623	0
female	0.9624	0.0008
female	0.9624	0
female	0.9624	0
female	0.9624	0
female	0.9625	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9626	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9627	0
female	0.9628	0
female	0.9628	0
female	0.9628	0
female	0.9628	0
female	0.9628	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.9629	0
female	0.963	0
female	0.963	0
female	0.963	0
female	0.963	0
female	0.963	0
female	0.963	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9632	0
female	0.9633	0.0005
female	0.9633	0.0003
female	0.9633	0
female	0.9633	0
female	0.9633	0
female	0.9633	0
female	0.9633	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9634	0
female	0.9635	0
female	0.9635	0
female	0.9635	0
female	0.9635	0
female	0.9635	0
female	0.9635	0
female	0.9636	0.0026
female	0.9636	0
female	0.9636	0
female	0.9636	0
female	0.9636	0
female	0.9636	0
female	0.9636	0
female	0.9637	0
female	0.9637	0.0003
female	0.9637	0
female	0.9637	0
female	0.9637	0
female	0.9638	0
female	0.9638	0
female	0.9638	0
female	0.9639	0
female	0.9639	0
female	0.9639	0
female	0.964	0
female	0.964	0
female	0.964	0
female	0.964	0
female	0.964	0
female	0.964	0
female	0.9641	0
female	0.9641	0
female	0.9641	0
female	0.9642	0
female	0.9642	0
female	0.9642	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9643	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9644	0
female	0.9645	0
female	0.9645	0
female	0.9645	0
female	0.9645	0
female	0.9645	0
female	0.9645	0
female	0.9645	0
female	0.9646	0
female	0.9646	0
female	0.9646	0
female	0.9646	0
female	0.9647	0
female	0.9647	0
female	0.9647	0
female	0.9647	0
female	0.9647	0
female	0.9649	0
female	0.9649	0
female	0.9649	0
female	0.965	0.0005
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.965	0
female	0.9651	0
female	0.9651	0
female	0.9651	0
female	0.9651	0
female	0.9651	0
female	0.9651	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9652	0
female	0.9653	0
female	0.9653	0
female	0.9653	0.0003
female	0.9653	0
female	0.9653	0
female	0.9653	0
female	0.9653	0
female	0.9653	0
female	0.9653	0
female	0.9654	0
female	0.9654	0
female	0.9654	0
female	0.9654	0
female	0.9654	0
female	0.9654	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9655	0
female	0.9656	0
female	0.9657	0
female	0.9657	0
female	0.9657	0
female	0.9658	0
female	0.9658	0
female	0.9658	0
female	0.9658	0
female	0.9658	0
female	0.9658	0
female	0.966	0.0003
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.966	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9661	0
female	0.9662	0
female	0.9662	0
female	0.9662	0
female	0.9663	0
female	0.9663	0
female	0.9663	0
female	0.9663	0
female	0.9664	0
female	0.9664	0
female	0.9664	0
female	0.9664	0
female	0.9664	0
female	0.9664	0
female	0.9664	0
female	0.9665	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9666	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9667	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9668	0
female	0.9669	0
female	0.9669	0
female	0.9669	0
female	0.9669	0
female	0.9669	0
female	0.9669	0
female	0.9671	0
female	0.9671	0
