actual_sex	Rx	Ry
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9986	0
female	0.9987	0
female	0.9987	0
female	0.9987	0
female	0.9987	0
female	0.9987	0
female	0.9987	0
female	0.9987	0
female	0.9988	0
female	0.9988	0
female	0.9988	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.9989	0
female	0.999	0
female	0.999	0
female	0.999	0
female	0.999	0
female	0.999	0
female	0.999	0
female	0.9991	0
female	0.9991	0
female	0.9991	0
female	0.9991	0
female	0.9991	0
female	0.9991	0
female	0.9991	0
female	0.9992	0
female	0.9992	0
female	0.9992	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9993	0
female	0.9994	0
female	0.9994	0
female	0.9994	0
female	0.9994	0
female	0.9994	0
female	0.9994	0
female	0.9994	0
female	0.9996	0
female	0.9996	0
female	0.9996	0
female	0.9996	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9997	0
female	0.9998	0
female	0.9998	0
female	0.9998	0
female	0.9998	0
female	1	0
female	1	0
female	1	0
female	1	0
female	1	0
female	1	0
female	1	0
female	1	0
female	1.0001	0
female	1.0001	0
female	1.0001	0
female	1.0001	0
female	1.0001	0
female	1.0002	0
female	1.0002	0
female	1.0002	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0003	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0005	0
female	1.0006	0
female	1.0006	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0007	0
female	1.0008	0
female	1.0008	0
female	1.0008	0
female	1.0008	0
female	1.0008	0
female	1.0008	0
female	1.0008	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.0009	0
female	1.001	0
female	1.001	0
female	1.001	0
female	1.001	0
female	1.001	0
female	1.001	0
female	1.001	0
female	1.0011	0
female	1.0011	0
female	1.0011	0
female	1.0011	0
female	1.0011	0
female	1.0011	0
female	1.0012	0
female	1.0012	0
female	1.0012	0
female	1.0012	0
female	1.0012	0
female	1.0012	0
female	1.0013	0
female	1.0013	0
female	1.0014	0
female	1.0014	0
female	1.0014	0
female	1.0014	0
female	1.0014	0
female	1.0014	0
female	1.0015	0
female	1.0015	0
female	1.0015	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0016	0
female	1.0017	0
female	1.0017	0
female	1.0017	0
female	1.0018	0
female	1.0018	0
female	1.0018	0
female	1.0018	0
female	1.0018	0
female	1.0018	0
female	1.0019	0
female	1.0019	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.002	0
female	1.0021	0
female	1.0021	0
female	1.0021	0
female	1.0021	0
female	1.0021	0
female	1.0021	0
female	1.0021	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0022	0
female	1.0023	0
female	1.0023	0
female	1.0023	0
female	1.0023	0
female	1.0023	0
female	1.0023	0
female	1.0024	0
female	1.0024	0
female	1.0024	0
female	1.0024	0
female	1.0024	0
female	1.0024	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0025	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0026	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0027	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0028	0
female	1.0029	0
female	1.0029	0
female	1.0029	0
female	1.0029	0
female	1.0029	0
female	1.0029	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.003	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0031	0
female	1.0032	0
female	1.0032	0
female	1.0032	0
female	1.0032	0
female	1.0033	0
female	1.0033	0
female	1.0033	0
female	1.0033	0
female	1.0033	0
female	1.0033	0
female	1.0034	0
female	1.0034	0
female	1.0034	0
female	1.0035	0
female	1.0035	0
female	1.0035	0
female	1.0036	0
female	1.0036	0
female	1.0036	0
female	1.0036	0
female	1.0036	0
female	1.0037	0
female	1.0037	0
female	1.0037	0
female	1.0037	0
female	1.0037	0
female	1.0037	0
female	1.0038	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.0039	0
female	1.004	0
female	1.004	0
female	1.004	0
female	1.004	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0041	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0042	0
female	1.0044	0
female	1.0044	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0046	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0047	0
female	1.0048	0
female	1.0048	0
female	1.0048	0
female	1.0049	0
female	1.0049	0
female	1.0049	0
female	1.0049	0
female	1.0049	0
female	1.0049	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.005	0
female	1.0051	0
female	1.0051	0
female	1.0051	0
female	1.0052	0
female	1.0052	0
female	1.0052	0
female	1.0052	0
female	1.0052	0
female	1.0053	0
female	1.0053	0
female	1.0053	0
female	1.0053	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0054	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0055	0
female	1.0056	0
female	1.0056	0
female	1.0056	0
female	1.0057	0
female	1.0057	0
female	1.0057	0
female	1.0057	0
female	1.0057	0
female	1.0057	0
female	1.0058	0
female	1.0058	0
female	1.0058	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.0059	0
female	1.006	0
female	1.006	0
female	1.006	0
female	1.006	0
female	1.006	0
female	1.006	0
female	1.0061	0
female	1.0061	0
female	1.0061	0
female	1.0061	0
female	1.0061	0
female	1.0061	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0062	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0063	0
female	1.0064	0
female	1.0064	0
female	1.0064	0
female	1.0064	0
female	1.0064	0
female	1.0064	0
female	1.0065	0
female	1.0065	0
female	1.0065	0
female	1.0065	0
female	1.0065	0
female	1.0065	0
female	1.0066	0
female	1.0066	0
female	1.0066	0
female	1.0067	0
female	1.0067	0
female	1.0067	0
female	1.0067	0
female	1.0067	0
female	1.0067	0
female	1.0068	0
female	1.0068	0
female	1.0068	0
female	1.0068	0
female	1.0068	0
female	1.0068	0
female	1.0069	0
female	1.0069	0
female	1.0069	0
female	1.0069	0
female	1.0069	0
female	1.0069	0
female	1.007	0
female	1.007	0
female	1.007	0
female	1.0071	0
female	1.0071	0
female	1.0071	0
female	1.0071	0
female	1.0071	0
female	1.0071	0
female	1.0071	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0072	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0073	0
female	1.0074	0
female	1.0074	0
female	1.0075	0
female	1.0075	0
female	1.0075	0
female	1.0075	0
female	1.0075	0
female	1.0075	0
female	1.0076	0
female	1.0076	0
female	1.0076	0
female	1.0076	0
female	1.0076	0
female	1.0077	0
female	1.0077	0
female	1.0077	0
female	1.0077	0
female	1.0077	0
female	1.0077	0
female	1.0078	0
female	1.0078	0
female	1.0078	0
female	1.0078	0
female	1.0078	0
female	1.0078	0
female	1.0078	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.0079	0
female	1.008	0
female	1.008	0
female	1.008	0
female	1.0081	0
female	1.0081	0
female	1.0081	0
female	1.0082	0
female	1.0082	0
female	1.0082	0
female	1.0082	0
female	1.0082	0
female	1.0083	0
female	1.0083	0
female	1.0083	0
female	1.0083	0
female	1.0083	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0084	0
female	1.0085	0
female	1.0085	0
female	1.0085	0
female	1.0085	0
female	1.0086	0
female	1.0086	0
female	1.0086	0
female	1.0086	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0087	0
female	1.0088	0
female	1.0088	0
female	1.0088	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.0089	0
female	1.009	0
female	1.009	0
female	1.009	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0091	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0092	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0093	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0094	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0096	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0097	0
female	1.0098	0
female	1.0098	0
female	1.0098	0
female	1.0098	0
female	1.0098	0
female	1.0098	0
female	1.0099	0
female	1.0099	0
female	1.0099	0
female	1.0099	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.01	0
female	1.0101	0
female	1.0101	0
female	1.0101	0
female	1.0101	0
female	1.0101	0
female	1.0102	0
female	1.0102	0
female	1.0102	0
female	1.0102	0
female	1.0102	0
female	1.0103	0
female	1.0103	0
female	1.0103	0
female	1.0103	0
female	1.0103	0
female	1.0103	0
female	1.0104	0
female	1.0104	0
female	1.0104	0
female	1.0104	0
female	1.0104	0
female	1.0104	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0105	0
female	1.0106	0
female	1.0106	0
female	1.0106	0
female	1.0106	0
female	1.0106	0
female	1.0106	0
female	1.0107	0
female	1.0107	0
female	1.0107	0
female	1.0107	0
female	1.0107	0
female	1.0107	0
female	1.0107	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0108	0
female	1.0109	0
female	1.0109	0
female	1.0109	0
female	1.0109	0
female	1.0109	0
female	1.0109	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.011	0
female	1.0111	0
female	1.0111	0
female	1.0111	0
female	1.0111	0
female	1.0111	0
female	1.0111	0
female	1.0111	0
female	1.0112	0
female	1.0112	0
female	1.0112	0
female	1.0112	0
female	1.0112	0
female	1.0112	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0114	0
female	1.0115	0
female	1.0115	0
female	1.0115	0
female	1.0115	0
female	1.0115	0
female	1.0115	0
female	1.0116	0
female	1.0116	0
female	1.0116	0
female	1.0117	0
female	1.0117	0
female	1.0118	0
female	1.0118	0
female	1.0118	0
female	1.0118	0
female	1.0118	0
female	1.0118	0
female	1.0119	0
female	1.0119	0
female	1.0119	0
female	1.0121	0
female	1.0121	0
female	1.0121	0
female	1.0121	0
female	1.0121	0
female	1.0121	0
female	1.0121	0
female	1.0122	0
female	1.0122	0
female	1.0122	0
female	1.0123	0
female	1.0124	0
female	1.0124	0
female	1.0124	0
female	1.0125	0
female	1.0125	0
female	1.0125	0
female	1.0125	0
female	1.0125	0
female	1.0125	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0127	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.0129	0
female	1.013	0
female	1.013	0
female	1.013	0
female	1.013	0
female	1.013	0
female	1.013	0
female	1.0131	0
female	1.0131	0
female	1.0131	0
female	1.0131	0
female	1.0131	0
female	1.0131	0
female	1.0132	0
female	1.0133	0
female	1.0133	0
female	1.0133	0
female	1.0133	0
female	1.0133	0
female	1.0133	0
female	1.0134	0
female	1.0135	0
female	1.0135	0
female	1.0135	0
female	1.0135	0
female	1.0135	0
female	1.0135	0
female	1.0135	0
female	1.0136	0
female	1.0136	0
female	1.0136	0
female	1.0137	0
female	1.0137	0
female	1.0137	0
female	1.0137	0
female	1.0137	0
female	1.0137	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0138	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.0139	0
female	1.014	0
female	1.014	0
female	1.014	0
female	1.014	0
female	1.0142	0
female	1.0142	0
female	1.0142	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0143	0
female	1.0144	0
female	1.0144	0
female	1.0144	0
female	1.0144	0
female	1.0144	0
female	1.0144	0
female	1.0145	0
female	1.0145	0
female	1.0145	0
female	1.0145	0
female	1.0145	0
female	1.0145	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0147	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0148	0
female	1.0149	0
female	1.0149	0
female	1.0149	0
female	1.015	0
female	1.015	0
female	1.015	0
female	1.0151	0
female	1.0151	0
female	1.0152	0
female	1.0152	0
female	1.0152	0
female	1.0154	0
female	1.0154	0
female	1.0154	0
female	1.0154	0
female	1.0154	0
female	1.0154	0
female	1.0155	0
female	1.0155	0
female	1.0155	0
female	1.0155	0
female	1.0155	0
female	1.0155	0
female	1.0155	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0156	0
female	1.0157	0
female	1.0157	0
female	1.0157	0
female	1.0158	0
female	1.0158	0
female	1.0158	0
female	1.0158	0
female	1.0158	0
female	1.0159	0
female	1.0159	0
female	1.0159	0
female	1.0159	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.016	0
female	1.0161	0
female	1.0161	0
female	1.0161	0
female	1.0161	0
female	1.0161	0
female	1.0161	0
female	1.0161	0
female	1.0162	0
female	1.0162	0
female	1.0162	0
female	1.0162	0
female	1.0162	0
female	1.0162	0
female	1.0162	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0163	0
female	1.0164	0
female	1.0164	0
female	1.0164	0
female	1.0164	0
female	1.0164	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0165	0
female	1.0166	0
female	1.0166	0
female	1.0166	0
female	1.0166	0
female	1.0166	0
female	1.0166	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0167	0
female	1.0168	0
female	1.0168	0
female	1.0168	0
female	1.0168	0
female	1.0168	0
female	1.0168	0
female	1.0169	0
female	1.0169	0
female	1.0169	0
female	1.017	0
female	1.017	0
female	1.017	0
female	1.017	0
female	1.017	0
female	1.017	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0171	0
female	1.0172	0
female	1.0172	0
female	1.0172	0
female	1.0173	0
female	1.0173	0
female	1.0173	0
female	1.0173	0
female	1.0173	0
female	1.0173	0
female	1.0174	0
female	1.0174	0
female	1.0174	0
female	1.0174	0
female	1.0174	0
female	1.0174	0
female	1.0175	0
female	1.0175	0
female	1.0175	0
female	1.0176	0
female	1.0176	0
female	1.0176	0
female	1.0176	0
female	1.0176	0
female	1.0176	0
female	1.0177	0
female	1.0177	0
female	1.0177	0
female	1.0177	0
female	1.0177	0
female	1.0177	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0178	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.0179	0
female	1.018	0
female	1.018	0
female	1.018	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0181	0
female	1.0182	0
female	1.0182	0
female	1.0182	0
female	1.0182	0
female	1.0182	0
female	1.0182	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0183	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0184	0
female	1.0185	0
female	1.0185	0
female	1.0185	0
female	1.0185	0
female	1.0185	0
female	1.0185	0
female	1.0186	0
female	1.0186	0
female	1.0186	0
female	1.0186	0
female	1.0186	0
female	1.0186	0
female	1.0187	0
female	1.0187	0
female	1.0187	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.0189	0
female	1.019	0
female	1.019	0
female	1.019	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0191	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0192	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0193	0
female	1.0194	0
female	1.0194	0
female	1.0194	0
female	1.0195	0
female	1.0195	0
female	1.0195	0
female	1.0195	0
female	1.0195	0
female	1.0195	0
female	1.0196	0
female	1.0196	0
female	1.0196	0
female	1.0196	0
female	1.0196	0
female	1.0196	0
female	1.0196	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0197	0
female	1.0198	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.0199	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.02	0
female	1.0202	0
female	1.0202	0
female	1.0202	0
female	1.0202	0
female	1.0202	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0203	0
female	1.0204	0
female	1.0204	0
female	1.0204	0
female	1.0204	0
female	1.0204	0
female	1.0204	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0205	0
female	1.0206	0
female	1.0206	0
female	1.0206	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0207	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0208	0
female	1.0209	0
female	1.0209	0
female	1.0209	0
female	1.0209	0
female	1.0209	0
female	1.0209	0
female	1.0209	0
female	1.021	0
female	1.021	0
female	1.021	0
female	1.0211	0
female	1.0211	0
female	1.0211	0
female	1.0211	0
female	1.0211	0
female	1.0211	0
female	1.0212	0
female	1.0212	0
female	1.0212	0
female	1.0212	0
female	1.0212	0
female	1.0212	0
female	1.0212	0
female	1.0213	0
female	1.0213	0
female	1.0213	0
female	1.0213	0
female	1.0213	0
female	1.0213	0
female	1.0213	0
female	1.0214	0
female	1.0214	0
female	1.0214	0
female	1.0214	0
female	1.0214	0
female	1.0214	0
female	1.0215	0
female	1.0215	0
female	1.0215	0
female	1.0215	0
female	1.0215	0
female	1.0215	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0216	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0217	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0218	0
female	1.0219	0
female	1.0219	0
female	1.0219	0
female	1.0219	0
female	1.0219	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.022	0
female	1.0221	0
female	1.0221	0
female	1.0221	0
female	1.0221	0
female	1.0223	0
female	1.0223	0
female	1.0223	0
female	1.0223	0
female	1.0223	0
female	1.0223	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0224	0
female	1.0225	0
female	1.0226	0
female	1.0226	0
female	1.0226	0
female	1.0226	0
female	1.0227	0
female	1.0227	0
female	1.0227	0
female	1.0227	0
female	1.0227	0
